student_id;student_name;campus;id_CLO;skill_original;canonical_skill;score
M0002;Aldi Setiawan;ITS;ITS_PST944_CLO1_317;manajemen resiko;risk management;74.3
M0002;Aldi Setiawan;Jakarta;KSI_CLO-02-1;kriptografi;cryptography;73.0
M0002;Aldi Setiawan;Jakarta;JK_CLO-03-1;routing;routing;70.9
M0002;Aldi Setiawan;Jakarta;TKMTI_CLO-03;cobit;cobit;69.9
M0002;Aldi Setiawan;Jakarta;PBO_CLO-03-1;uml;uml;69.1
M0002;Aldi Setiawan;Jakarta;PSC_CLO-04-2;algoritma & pemrograman dasar;algorithm & programming;68.7
M0002;Aldi Setiawan;Jakarta;PPL_CLO-01-2;scrum;scrum;67.7
M0002;Aldi Setiawan;Surabaya;PPL_CLO-01-2;prototyping;prototyping;67.7
M0002;Aldi Setiawan;Jakarta;PSC_CLO-04-1;decision tree;decision tree;66.8
M0002;Aldi Setiawan;ITS;ITS_KL369_CLO1_387;optimasi;optimization;62.5
M0002;Aldi Setiawan;Jakarta;SO_CLO-04;firewall;firewall;59.4
M0002;Aldi Setiawan;Jakarta;DWBI_CLO-04;etl;etl;58.7
M0002;Aldi Setiawan;ITS;ITS_PD115_CLO5_273;java;java;56.0
M0003;Alif Siregar;Jakarta;IAE2_CLO-01-2;api;api;86.3
M0003;Alif Siregar;Surabaya;IAE2_CLO-01-2;rest api;rest api;86.3
M0003;Alif Siregar;Surabaya;IAE_CLO-02;konsep dasar sistem informasi;information systems;84.8
M0003;Alif Siregar;ITS;ITS_DDMJK126_CLO1;jaringan komputer;networking;81.1
M0003;Alif Siregar;Surabaya;PAB_CLO-03-2;cloud computing;cloud computing;78.8
M0003;Alif Siregar;Surabaya;MDE_CLO-03;business intelligence;business intelligence;77.0
M0003;Alif Siregar;Jakarta;PSI_CLO-02;microsoft excel;excel;76.6
M0003;Alif Siregar;Surabaya;APSI_CLO-03-1;uml;uml;75.7
M0003;Alif Siregar;Jakarta;AP_CLO-01-2;pseudocode;pseudocode;75.5
M0003;Alif Siregar;Surabaya;AP_CLO-01-2;java;java;75.5
M0003;Alif Siregar;Surabaya;JK_CLO-03-2;cisco;cisco networking;75.4
M0003;Alif Siregar;Jakarta;PAW_CLO-04-2;basis data / database;database;74.7
M0003;Alif Siregar;Jakarta;DWBI_CLO-01-2;kpi;kpi;74.0
M0003;Alif Siregar;Surabaya;KA_CLO-02;devops;devops;72.8
M0003;Alif Siregar;ITS;ITS_SBD331_CLO1_372;desain basis data;database design;69.6
M0003;Alif Siregar;Jakarta;PAW_CLO-04-1;php;php;69.5
M0003;Alif Siregar;ITS;ITS_KL369_CLO1;komputasi lunak;soft computing;69.3
M0003;Alif Siregar;Jakarta;TKMTI_CLO-01;cobit;cobit;69.2
M0003;Alif Siregar;ITS;ITS_FD704_CLO1_295;infrastruktur sistem;it infrastructure;68.0
M0003;Alif Siregar;Surabaya;KA_CLO-01-2;agile;agile;66.8
M0003;Alif Siregar;Jakarta;SI_CLO-02;regresi;regression analysis;65.9
M0003;Alif Siregar;Surabaya;SI_CLO-02;statistika/probabilitas;statistics;65.9
M0003;Alif Siregar;Surabaya;MRP_CLO-03-1;erp;erp;64.7
M0003;Alif Siregar;Jakarta;PD_CLO-04-1;python;python;63.5
M0003;Alif Siregar;Jakarta;JK_CLO-03-1;routing;routing;56.5
M0003;Alif Siregar;ITS;ITS_SBD331_CLO1;pengembangan sistem basis data;database development;52.9
M0004;Amalia Wibowo;Surabaya;MDE_CLO-03;business intelligence;business intelligence;77.6
M0004;Amalia Wibowo;Jakarta;DWBI_CLO-02-2;cloud computing;cloud computing;75.3
M0004;Amalia Wibowo;Surabaya;DWBI_CLO-02-2;data warehouse;data warehousing;75.3
M0004;Amalia Wibowo;Surabaya;PU_CLO-01-2;ui/ux design;ui/ux;75.1
M0004;Amalia Wibowo;ITS;ITS_RKPL832_CLO1;rekayasa kebutuhan perangkat lunak;software requirements engineering;74.9
M0004;Amalia Wibowo;Surabaya;PAB_CLO-02;konsep dasar sistem informasi;information systems;67.3
M0004;Amalia Wibowo;ITS;ITS_SE608_CLO1_383;pemrograman open source;open source software;63.8
M0004;Amalia Wibowo;ITS;ITS_PSDO774_CLO4_284;agile;agile;62.1
M0004;Amalia Wibowo;ITS;ITS_SITI927_CLO4_306;togaf;togaf;61.1
M0004;Amalia Wibowo;ITS;ITS_SKBM366_CLO1_392;model;model;60.5
M0004;Amalia Wibowo;Surabaya;JK_CLO-02;jaringan komputer;networking;59.6
M0004;Amalia Wibowo;Jakarta;PSI_CLO-02;microsoft excel;excel;56.7
M0004;Amalia Wibowo;Jakarta;SBD_CLO-02-1;sql;sql;56.2
M0004;Amalia Wibowo;Jakarta;SO_CLO-03-2;tcp/ip;tcp/ip;55.3
M0004;Amalia Wibowo;Surabaya;SO_CLO-03-2;linux;linux;55.3
M0004;Amalia Wibowo;ITS;ITS_PBA126_CLO1_363;analisis data;data analysis;54.6
M0004;Amalia Wibowo;ITS;ITS_SE608_CLO1_384;integrasi erp;erp;50.8
M0004;Amalia Wibowo;ITS;ITS_PSK856_CLO1_324;ai;artificial intelligence;48.3
M0004;Amalia Wibowo;Surabaya;APB_CLO-01-2;xml;xml;48.2
M0004;Amalia Wibowo;ITS;ITS_MRP265_CLO1_349;perencanaan agregat;aggregate planning;47.1
M0004;Amalia Wibowo;ITS;ITS_SKBM366_CLO4;analisis sensitivitas;sensitivity analysis;47.0
M0005;Ananda Kurnia;Surabaya;SE_CLO-01-2;sap;sap;81.8
M0005;Ananda Kurnia;Jakarta;CDAP_CLO-01;konsep dasar sistem informasi;information systems;79.3
M0005;Ananda Kurnia;Surabaya;SMHP_CLO-03-2;crm;crm;77.6
M0005;Ananda Kurnia;Jakarta;SBD_CLO-03-1;nosql;nosql;75.1
M0005;Ananda Kurnia;ITS;ITS_RO516_CLO1_370;pemrograman integer;integer programming;74.6
M0005;Ananda Kurnia;Surabaya;MPPKI_CLO-02;klasifikasi;klasifikasi;72.1
M0005;Ananda Kurnia;Surabaya;PBO_CLO-01-1;java;java;71.9
M0005;Ananda Kurnia;ITS;ITS_SKBM366_CLO4;analisis sensitivitas;sensitivity analysis;71.7
M0005;Ananda Kurnia;ITS;ITS_PST697_CLO5;teknologi informasi;information technology;71.5
M0005;Ananda Kurnia;ITS;ITS_PSK856_CLO1_329;expert systems;expert systems;69.7
M0005;Ananda Kurnia;Surabaya;DWBI_CLO-04-1;data warehouse;data warehousing;68.5
M0005;Ananda Kurnia;ITS;ITS_PST697_CLO1;sistem pengendalian internal;internal control systems;68.0
M0005;Ananda Kurnia;ITS;ITS_LDSD341_CLO1_344;komputasional;computational thinking;67.3
M0005;Ananda Kurnia;Jakarta;PPL_CLO-01-2;scrum;scrum;66.8
M0005;Ananda Kurnia;Surabaya;PPL_CLO-01-2;prototyping;prototyping;66.8
M0005;Ananda Kurnia;Jakarta;PPL_CLO-05-1;git;git;66.6
M0005;Ananda Kurnia;ITS;ITS_PBA126_CLO1_363;analisis data;data analysis;65.0
M0005;Ananda Kurnia;Surabaya;MRP_CLO-02;scm;scm;64.3
M0005;Ananda Kurnia;ITS;ITS_ODFB259_CLO1_352;design parameter;design parameter;63.9
M0005;Ananda Kurnia;Surabaya;DWBI_CLO-01;business intelligence;business intelligence;63.1
M0005;Ananda Kurnia;ITS;ITS_SE608_CLO1_384;integrasi erp;erp;62.7
M0005;Ananda Kurnia;Jakarta;SI_CLO-03;statistika/probabilitas;statistics;59.7
M0005;Ananda Kurnia;Jakarta;PBO_CLO-03-2;oop;object-oriented programming;59.4
M0005;Ananda Kurnia;Jakarta;DWBI_CLO-02-2;cloud computing;cloud computing;59.0
M0005;Ananda Kurnia;Jakarta;MSI_CLO-02-1;machine learning;machine learning;58.5
M0005;Ananda Kurnia;ITS;ITS_DL830_CLO1_255;data;data;58.4
M0005;Ananda Kurnia;Jakarta;PAW_CLO-01-1;php;php;58.3
M0005;Ananda Kurnia;Surabaya;PAW_CLO-01-1;html;html;58.3
M0005;Ananda Kurnia;ITS;ITS_FD704_CLO1_295;infrastruktur sistem;it infrastructure;58.3
M0005;Ananda Kurnia;Jakarta;SO_CLO-03-1;linux;linux;58.2
M0005;Ananda Kurnia;Surabaya;SO_CLO-03-1;http;http;58.2
M0005;Ananda Kurnia;ITS;ITS_DDMJK126_CLO4_262;perangkat jaringan;networking;57.9
M0005;Ananda Kurnia;Jakarta;SI_CLO-02;regresi;regression analysis;57.8
M0005;Ananda Kurnia;Surabaya;PAW_CLO-02-2;laravel;laravel;57.4
M0005;Ananda Kurnia;Jakarta;PD_CLO-02-1;data mining;data mining;52.4
M0005;Ananda Kurnia;Jakarta;PSC_CLO-04-1;decision tree;decision tree;50.0
M0005;Ananda Kurnia;Jakarta;JK_CLO-02-1;routing;routing;48.7
M0006;Andi Batubara;Jakarta;PD_CLO-02-2;klasifikasi;klasifikasi;96.2
M0006;Andi Batubara;Jakarta;DT_CLO-01;konsep dasar sistem informasi;information systems;88.4
M0006;Andi Batubara;Surabaya;SE_CLO-02;erp;erp;82.4
M0006;Andi Batubara;Jakarta;KSI_CLO-02-1;kriptografi;cryptography;82.0
M0006;Andi Batubara;ITS;ITS_ADDD245_CLO1_333;diagnostic;diagnostic;81.9
M0006;Andi Batubara;Jakarta;PAW_CLO-01-2;rest api;rest api;79.4
M0006;Andi Batubara;Surabaya;PAW_CLO-01-2;css;css;79.4
M0006;Andi Batubara;Jakarta;TKMTI_CLO-01;cobit;cobit;78.8
M0006;Andi Batubara;ITS;ITS_PD115_CLO4_271;java;java;77.3
M0006;Andi Batubara;ITS;ITS_SBD331_CLO1_373;arsitektur sistem basis data;database architecture;73.9
M0006;Andi Batubara;Jakarta;AP_CLO-01-2;pseudocode;pseudocode;71.7
M0006;Andi Batubara;ITS;ITS_GP966_CLO1;knowledge graph;knowledge graph;71.5
M0006;Andi Batubara;ITS;ITS_DDMJK126_CLO4_262;perangkat jaringan;networking;70.6
M0006;Andi Batubara;Jakarta;JK_CLO-01-1;switching;network switching;69.1
M0006;Andi Batubara;Surabaya;JK_CLO-01-1;osi layer;osi model;69.1
M0006;Andi Batubara;Surabaya;KA_CLO-03-1;docker;docker;65.2
M0006;Andi Batubara;ITS;ITS_PSK856_CLO1_322;soft computing;soft computing;64.8
M0007;Andi Hakim;ITS;ITS_PST944_CLO1_318;manajemen keamanan siber;cybersecurity;100.0
M0007;Andi Hakim;Jakarta;JK_CLO-02-2;switching;network switching;95.9
M0007;Andi Hakim;Jakarta;AE_CLO-03;konsep dasar sistem informasi;information systems;93.4
M0007;Andi Hakim;Surabaya;DWBI_CLO-03;data warehouse;data warehousing;91.6
M0007;Andi Hakim;ITS;ITS_IT052_CLO1_297;perangkat keras komputer;hardware;90.8
M0007;Andi Hakim;Jakarta;TKMTI_CLO-01;cobit;cobit;88.3
M0007;Andi Hakim;Jakarta;AP_CLO-02;algoritma & pemrograman dasar;algorithm & programming;86.9
M0007;Andi Hakim;Jakarta;PPL_CLO-01-1;agile;agile;86.3
M0007;Andi Hakim;ITS;ITS_SBD331_CLO1_376;basis data logikal;database design;86.1
M0007;Andi Hakim;Jakarta;PD_CLO-01;data mining;data mining;85.5
M0007;Andi Hakim;Surabaya;PU_CLO-01-1;design thinking;design thinking;85.1
M0007;Andi Hakim;Jakarta;JK_CLO-01-2;osi layer;osi model;84.3
M0007;Andi Hakim;Surabaya;JK_CLO-01-2;jaringan komputer;networking;84.3
M0007;Andi Hakim;ITS;ITS_ADDD245_CLO1_337;analisis kecerdasan mesin;machine learning;83.5
M0007;Andi Hakim;Surabaya;APSI_CLO-02-2;use case diagram;use case diagram;81.6
M0007;Andi Hakim;Surabaya;DT_CLO-02;prototyping;prototyping;81.4
M0007;Andi Hakim;ITS;ITS_PST697_CLO5;teknologi informasi;information technology;81.3
M0007;Andi Hakim;ITS;ITS_DDMJK126_CLO6_265;arsitektur jaringan;network architecture;80.4
M0007;Andi Hakim;Surabaya;PBO_CLO-02-2;oop;object-oriented programming;77.6
M0007;Andi Hakim;ITS;ITS_PD115_CLO2;pemrograman;programming;76.1
M0007;Andi Hakim;ITS;ITS_MRP265_CLO1_350;manajemen permintaan;demand management;76.1
M0007;Andi Hakim;Jakarta;IAE2_CLO-01-2;api;api;70.7
M0007;Andi Hakim;Surabaya;IAE2_CLO-01-2;rest api;rest api;70.7
M0007;Andi Hakim;ITS;ITS_MHP365_CLO5;crm;crm;67.7
M0007;Andi Hakim;ITS;ITS_FD704_CLO1_294;pengembangan keamanan data;data security;66.4
M0008;Andi Hidayat Syahputra;ITS;ITS_DDMJK126_CLO3;protokol internet;networking;100.0
M0008;Andi Hidayat Syahputra;Jakarta;DWBI_CLO-01-1;data warehouse;data warehousing;99.6
M0008;Andi Hidayat Syahputra;ITS;ITS_PDAP829_CLO1_358;pemrograman;programming;93.2
M0008;Andi Hidayat Syahputra;ITS;ITS_KL369_CLO1_389;komputasi lunak;soft computing;92.9
M0008;Andi Hidayat Syahputra;ITS;ITS_SITI927_CLO3;strategi ti;it strategy;92.5
M0008;Andi Hidayat Syahputra;Surabaya;SI_CLO-07;regresi;regression analysis;92.1
M0008;Andi Hidayat Syahputra;Jakarta;PD_CLO-03;data mining;data mining;91.4
M0008;Andi Hidayat Syahputra;ITS;ITS_PST697_CLO1_312;cobit;cobit;90.3
M0008;Andi Hidayat Syahputra;ITS;ITS_PD115_CLO5_273;java;java;87.6
M0008;Andi Hidayat Syahputra;ITS;ITS_PSDO774_CLO4;devops;devops;87.3
M0008;Andi Hidayat Syahputra;ITS;ITS_DDMJK126_CLO4;routing;routing;87.2
M0008;Andi Hidayat Syahputra;Jakarta;SBD_CLO-01-2;basis data / database;database;86.5
M0008;Andi Hidayat Syahputra;ITS;ITS_RKPL832_CLO1;rekayasa kebutuhan perangkat lunak;software requirements engineering;84.9
M0008;Andi Hidayat Syahputra;Surabaya;PI_CLO-03;figma;figma;84.4
M0008;Andi Hidayat Syahputra;Surabaya;PU_CLO-04-2;usability testing;usability testing;82.4
M0008;Andi Hidayat Syahputra;ITS;ITS_PST697_CLO1_314;audit ti;it audit;82.3
M0008;Andi Hidayat Syahputra;ITS;ITS_SBD331_CLO1_372;desain basis data;database design;82.0
M0008;Andi Hidayat Syahputra;Surabaya;EPRTI_CLO-01;konsep dasar sistem informasi;information systems;81.9
M0008;Andi Hidayat Syahputra;Surabaya;DWBI_CLO-02-1;cloud computing;cloud computing;81.9
M0008;Andi Hidayat Syahputra;Jakarta;PAW_CLO-02-1;php;php;80.3
M0008;Andi Hidayat Syahputra;ITS;ITS_ODFB259_CLO1_354;structural configurations;organizational structure;79.8
M0008;Andi Hidayat Syahputra;Surabaya;APB_CLO-03-2;microservices;microservices;79.5
M0008;Andi Hidayat Syahputra;Surabaya;APB_CLO-01-1;json;json;76.6
M0008;Andi Hidayat Syahputra;ITS;ITS_ODFB259_CLO1_353;contingencies factors;contingency planning;76.5
M0008;Andi Hidayat Syahputra;ITS;ITS_ADDD245_CLO1_337;analisis kecerdasan mesin;machine learning;74.3
M0008;Andi Hidayat Syahputra;ITS;ITS_AB235_CLO1_249;stored procedure;stored procedures;74.2
M0008;Andi Hidayat Syahputra;Jakarta;AP_CLO-01-1;flowchart;flowchart;73.5
M0008;Andi Hidayat Syahputra;Surabaya;AP_CLO-01-1;python;python;73.5
M0008;Andi Hidayat Syahputra;ITS;ITS_PSK856_CLO1_323;cognitive problem solver;problem solving;72.4
M0008;Andi Hidayat Syahputra;Surabaya;SE_CLO-01-2;sap;sap;70.9
M0008;Andi Hidayat Syahputra;Jakarta;SO_CLO-02-2;tcp/ip;tcp/ip;53.8
M0008;Andi Hidayat Syahputra;Surabaya;SO_CLO-02-2;linux;linux;53.8
M0009;Andi Setiawan;Jakarta;PPB_CLO-03;konsep dasar sistem informasi;information systems;93.0
M0009;Andi Setiawan;Jakarta;PSC_CLO-03-1;neural network;neural networks;82.5
M0009;Andi Setiawan;ITS;ITS_PBA126_CLO1_363;analisis data;data analysis;80.7
M0009;Andi Setiawan;Surabaya;SE_CLO-01-2;sap;sap;77.9
M0009;Andi Setiawan;Jakarta;TKMTI_CLO-02;cobit;cobit;76.8
M0009;Andi Setiawan;Surabaya;PPL_CLO-03-1;git;git;76.5
M0009;Andi Setiawan;Surabaya;PI_CLO-03;figma;figma;75.9
M0009;Andi Setiawan;Jakarta;AP_CLO-01-1;flowchart;flowchart;75.6
M0009;Andi Setiawan;Surabaya;AP_CLO-01-1;python;python;75.6
M0009;Andi Setiawan;Surabaya;DWBI_CLO-01;business intelligence;business intelligence;75.4
M0009;Andi Setiawan;Surabaya;KA_CLO-03-1;docker;docker;74.9
M0009;Andi Setiawan;Surabaya;PPL_CLO-02-2;github;github;74.4
M0009;Andi Setiawan;ITS;ITS_SDI821_CLO1;sistem data-intensif;data-intensif;74.3
M0009;Andi Setiawan;ITS;ITS_DDMJK126_CLO4;routing;routing;74.0
M0009;Andi Setiawan;ITS;ITS_DDMJK126_CLO4_262;perangkat jaringan;networking;72.5
M0009;Andi Setiawan;ITS;ITS_SITI927_CLO1_303;transformasi digital;digital transformation;72.0
M0009;Andi Setiawan;ITS;ITS_SE608_CLO1_384;integrasi erp;erp;71.7
M0009;Andi Setiawan;ITS;ITS_PSK856_CLO1;cognitive computing;cognitive computing;71.0
M0009;Andi Setiawan;Surabaya;APSI_CLO-01-1;agile;agile;70.2
M0009;Andi Setiawan;Surabaya;PBO_CLO-02-2;oop;object-oriented programming;69.0
M0009;Andi Setiawan;ITS;ITS_SITI927_CLO4_306;togaf;togaf;68.1
M0009;Andi Setiawan;ITS;ITS_AB235_CLO1_251;perbaikan masalah;troubleshooting;65.8
M0009;Andi Setiawan;Surabaya;JK_CLO-03-2;cisco;cisco networking;65.7
M0009;Andi Setiawan;Surabaya;PBO_CLO-01-2;uml;uml;64.6
M0009;Andi Setiawan;Jakarta;IAE2_CLO-01-1;graphql;graphql;64.1
M0009;Andi Setiawan;ITS;ITS_PBA126_CLO1;encoding;data encoding;62.8
M0009;Andi Setiawan;Jakarta;JK_CLO-01-1;switching;network switching;62.4
M0009;Andi Setiawan;Surabaya;JK_CLO-01-1;osi layer;osi model;62.4
M0009;Andi Setiawan;ITS;ITS_KL369_CLO1_387;optimasi;optimization;60.9
M0009;Andi Setiawan;ITS;ITS_MPB088_CLO1;proses bisnis;business process;60.8
M0010;Angga Pandu Astuti;Jakarta;PS2_CLO-02;statistika/probabilitas;statistics;78.7
M0010;Angga Pandu Astuti;Surabaya;ATI_CLO-03;konsep dasar sistem informasi;information systems;76.2
M0010;Angga Pandu Astuti;ITS;ITS_ADDD245_CLO1_336;visualisasi;data visualization;71.8
M0010;Angga Pandu Astuti;ITS;ITS_SBD331_CLO1_379;manipulasi data relasional;sql;71.2
M0010;Angga Pandu Astuti;Surabaya;PD_CLO-02;data mining;data mining;71.2
M0010;Angga Pandu Astuti;ITS;ITS_PSK856_CLO1_326;iot;internet of things;67.2
M0010;Angga Pandu Astuti;Surabaya;APSI_CLO-02-2;use case diagram;use case diagram;66.8
M0010;Angga Pandu Astuti;Jakarta;IAE2_CLO-02-2;php;php;66.5
M0010;Angga Pandu Astuti;ITS;ITS_MRP265_CLO1_349;perencanaan agregat;aggregate planning;65.8
M0010;Angga Pandu Astuti;Jakarta;PD_CLO-04-1;python;python;64.4
M0010;Angga Pandu Astuti;Surabaya;PBO_CLO-01-1;java;java;62.8
M0010;Angga Pandu Astuti;ITS;ITS_ADDD245_CLO1_338;machine learning;machine learning;62.0
M0010;Angga Pandu Astuti;Jakarta;AP_CLO-01-1;flowchart;flowchart;60.2
M0010;Angga Pandu Astuti;ITS;ITS_PSK856_CLO1_322;soft computing;soft computing;58.8
M0010;Angga Pandu Astuti;Surabaya;DWBI_CLO-03;data warehouse;data warehousing;58.0
M0010;Angga Pandu Astuti;ITS;ITS_MLTI487_CLO1;manajemen layanan ti;it service management;57.8
M0010;Angga Pandu Astuti;Jakarta;PAW_CLO-01-2;rest api;rest api;56.8
M0010;Angga Pandu Astuti;Surabaya;PAW_CLO-01-2;css;css;56.8
M0010;Angga Pandu Astuti;ITS;ITS_ADSD677_CLO1_286;struktur data;data structures;56.3
M0010;Angga Pandu Astuti;Surabaya;DT_CLO-02;prototyping;prototyping;54.8
M0011;Angga Pratama;ITS;ITS_PDAP829_CLO1_357;algoritma heuristik;heuristic algorithms;95.4
M0011;Angga Pratama;Jakarta;RPB_CLO-01;konsep dasar sistem informasi;information systems;92.9
M0011;Angga Pratama;Surabaya;APB_CLO-03-1;basis data / database;database;89.7
M0011;Angga Pratama;ITS;ITS_DDMJK126_CLO2;komunikasi jaringan;networking;88.4
M0011;Angga Pratama;ITS;ITS_ADSD677_CLO1_289;algoritma;algorithms;85.2
M0011;Angga Pratama;Jakarta;KSI_CLO-02-2;otorisasi;otorisasi;85.1
M0011;Angga Pratama;Surabaya;KSI_CLO-02-2;vulnerability assessment;vulnerability assessment;85.1
M0011;Angga Pratama;Jakarta;MRP_CLO-01;scm;scm;83.1
M0011;Angga Pratama;Surabaya;PI_CLO-03;figma;figma;82.9
M0011;Angga Pratama;Jakarta;JK_CLO-02-1;routing;routing;82.3
M0011;Angga Pratama;Surabaya;APSI_CLO-03-2;use case diagram;use case diagram;81.5
M0011;Angga Pratama;Jakarta;SE_CLO-02-2;sap;sap;81.5
M0011;Angga Pratama;Surabaya;SMHP_CLO-01;crm;crm;80.9
M0011;Angga Pratama;ITS;ITS_PST697_CLO1_313;tatakelola ti;it governance;80.6
M0011;Angga Pratama;ITS;ITS_MPB088_CLO1;proses bisnis;business process;80.2
M0011;Angga Pratama;ITS;ITS_PST697_CLO1_314;audit ti;it audit;79.5
M0011;Angga Pratama;Jakarta;JK_CLO-01-1;switching;network switching;79.3
M0011;Angga Pratama;Surabaya;JK_CLO-01-1;osi layer;osi model;79.3
M0011;Angga Pratama;Jakarta;IAE2_CLO-01-1;graphql;graphql;79.2
M0011;Angga Pratama;Surabaya;MDE_CLO-03;business intelligence;business intelligence;78.2
M0011;Angga Pratama;Jakarta;DWBI_CLO-01-1;data warehouse;data warehousing;76.2
M0011;Angga Pratama;Surabaya;PAB_CLO-03-2;cloud computing;cloud computing;76.1
M0011;Angga Pratama;ITS;ITS_TML142_CLO1;machine learning;machine learning;74.7
M0011;Angga Pratama;ITS;ITS_FD704_CLO1_295;infrastruktur sistem;it infrastructure;73.7
M0011;Angga Pratama;ITS;ITS_PSK856_CLO1_324;ai;artificial intelligence;73.3
M0011;Angga Pratama;Surabaya;PU_CLO-04-2;usability testing;usability testing;73.1
M0011;Angga Pratama;Jakarta;TKMTI_CLO-03;cobit;cobit;70.5
M0011;Angga Pratama;Jakarta;IAE2_CLO-02-2;php;php;69.4
M0012;Arif Kiki Fauzi;Jakarta;APSI_CLO-02;basis data / database;database;95.4
M0012;Arif Kiki Fauzi;Jakarta;SO_CLO-01;linux;linux;83.6
M0012;Arif Kiki Fauzi;ITS;ITS_GP966_CLO1_280;algoritma graph;graph algorithms;83.0
M0012;Arif Kiki Fauzi;ITS;ITS_SITI927_CLO3;strategi ti;it strategy;82.9
M0012;Arif Kiki Fauzi;ITS;ITS_DDMJK126_CLO1;jaringan komputer;networking;80.9
M0012;Arif Kiki Fauzi;Jakarta;PPL_CLO-05-1;git;git;74.9
M0012;Arif Kiki Fauzi;ITS;ITS_SKBM366_CLO4;analisis sensitivitas;sensitivity analysis;74.8
M0012;Arif Kiki Fauzi;Surabaya;DWBI_CLO-01;business intelligence;business intelligence;73.1
M0012;Arif Kiki Fauzi;ITS;ITS_RO516_CLO1;simpleks;simplex algorithm;72.8
